965.7631495502;8.4043588303;53.8393943105;0.5612016239;932831.529643119
21.9206384616;4.8458237201;0.5208817618;0.8485880862;496.7046950054
30.5948831374;3.7755919131;0.148904728;0.8856582267;948.3661612799
41.1423448008;7.6857353887;0.5248686827;0.2340633406;1716.8123025473
53.5605404293;8.4692760301;0.9796660596;0.0803330699;2896.0991697115
18.617579178;7.7652605507;0.773396845;0.2587508978;371.4741536864
64.7622779245;9.0461298916;0.4653640336;0.0182889244;4222.2217658239
38.5367827723;1.7225558055;0.1863372058;0.478563058;1490.733570022
82.2096369928;1.6875959048;0.7463125212;0.6022616888;6765.1982790835
63.8759963214;6.7033980065;0.169039116;0.2052614752;4100.5998264407
3.455018485;4.4656185387;0.5107071716;0.744892363;26.7687371179
13.5968236718;5.7875745022;0.1587164947;0.4537007441;202.6471622004
50.4674012074;6.7983743153;0.0988757084;0.8429553111;2568.1504408314
67.6708476385;7.7559162257;0.2098634155;0.3616788876;4603.0784074229
67.5371079706;6.0444146465;0.5682600257;0.107083994;4580.5319449488
59.5500097843;1.8246084615;0.5895504043;0.7005087312;3553.2003398804
14.7410913603;2.181422112;0.8788896478;0.8292322182;226.1720218183
41.6032719193;7.6013608789;0.30751678;0.8635969576;1754.8954209446
19.9743073201;2.9770022747;0.7707143323;0.8899396285;410.1502139549
68.7222686363;0.6756541086;0.9745526977;0.7173118044;4727.0953571543
86.4009526791;5.8602654748;0.9180144472;0.8754353186;7485.2123714205
18.3014981914;9.5567156491;0.2789711116;0.3206533892;364.2058943528
89.1433954472;3.157838569;0.1769408383;0.3814382481;7956.4278466449
8.7593822507;1.3917662855;0.4663731288;0.9672087708;82.7396393757
21.9028608641;8.2062433916;0.8605438666;0.8971895801;506.7973239221
76.4040192822;8.881505488;0.28545033;0.518728646;5864.9291587956
13.120628288;2.2882995429;0.542006644;0.2553928678;180.1164567206
14.8515111301;5.1622308954;0.0636865336;0.3613552409;236.2286335048
78.3876358531;9.2774783005;0.7010700358;0.2863861059;6173.8795181476
99.0348765394;5.5050137895;0.5601126899;0.4500298048;9825.6331810245
49.2280481383;0.6021672254;0.5089695444;0.3837674379;2426.2816845623
75.0277685001;5.5124504096;0.3263536063;0.1459973031;5646.3592165169
11.8100793334;2.7086645295;0.0731151139;0.9628765923;148.6429107344
78.8525749929;2.5288052647;0.7996200114;0.6854999335;6227.2363622145
51.4590200037;4.2026720615;0.228086754;0.6362435448;2661.3524845391
32.6448323671;5.2218510653;0.7779725376;0.8454617825;1083.5109193841
78.3754606033;7.1543148998;0.2964996605;0.5133649763;6164.9040628492
97.8593402775;2.9100362747;0.6873435136;0.3046085087;9586.5835389087
11.0930438619;3.1338909385;0.65065181;0.8603718381;134.3954799488
